role_id,sector,track,track_list,job_role,job_role_list,job_role_description,occupation,sub-sector,sub-track
r1256,public transport,rail engineering,['rail engineering'],principal engineer/engineering manager (signal and communications),"['principal engineer', 'engineering manager (signal and communications)']",,rail engineer,,signal and communications
r1257,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (automatic fare collection),"['senior assistant engineer', 'assistant engineer (automatic fare collection)']",,rail engineer,,automatic fare collection
r1258,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (engineering train),"['senior assistant engineer', 'assistant engineer (engineering train)']",,rail engineer,,engineering train
r1259,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (mechanical and electrical),"['senior assistant engineer', 'assistant engineer (mechanical and electrical)']",,rail engineer,,mechanical and electrical
r1260,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (permanent way and civil structure),"['senior assistant engineer', 'assistant engineer (permanent way and civil structure)']",,rail engineer,,permanent way and civil structure
r1261,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (power),"['senior assistant engineer', 'assistant engineer (power)']",,rail engineer,,power
r1262,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (rolling stock),"['senior assistant engineer', 'assistant engineer (rolling stock)']",,rail engineer,,rolling stock
r1263,public transport,rail engineering,['rail engineering'],senior assistant engineer/assistant engineer (signal and communications),"['senior assistant engineer', 'assistant engineer (signal and communications)']",,rail engineer,,signal and communications
r1264,public transport,rail engineering,['rail engineering'],senior engineer/engineer (automatic fare collection),"['senior engineer', 'engineer (automatic fare collection)']",,rail engineer,,automatic fare collection
r1265,public transport,rail engineering,['rail engineering'],senior engineer/engineer (engineering train),"['senior engineer', 'engineer (engineering train)']",,rail engineer,,engineering train
r1266,public transport,rail engineering,['rail engineering'],senior engineer/engineer (mechanical and electrical),"['senior engineer', 'engineer (mechanical and electrical)']",,rail engineer,,mechanical and electrical
r1267,public transport,rail engineering,['rail engineering'],senior engineer/engineer (permanent way and civil structure),"['senior engineer', 'engineer (permanent way and civil structure)']",,rail engineer,,permanent way and civil structure
r1268,public transport,rail engineering,['rail engineering'],senior engineer/engineer (power),"['senior engineer', 'engineer (power)']",,rail engineer,,power
r1269,public transport,rail engineering,['rail engineering'],senior engineer/engineer (rolling stock),"['senior engineer', 'engineer (rolling stock)']",,rail engineer,,rolling stock
r1270,public transport,rail engineering,['rail engineering'],senior engineer/engineer (signal and communications),"['senior engineer', 'engineer (signal and communications)']",,rail engineer,,signal and communications
r1271,public transport,rail engineering,['rail engineering'],senior technician (automatic fare collection),['senior technician (automatic fare collection)'],"the senior technician (automatic fare collection) is responsible for preventive and corrective maintenance of automatic fare collection (afc) systems. his/her duties include troubleshooting of faults, providing technical guidance and on-the-job coaching to his team, as well as supervising the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to carry out his duties in the depot, workshop and/or at various train stations during train operating hours. he is technically inclined and well-verse in various afc systems and machines and builds good teamwork amongst his team to support maintenance activities.",rail technician,,automatic fare collection
r1272,public transport,rail engineering,['rail engineering'],senior technician (engineering train),['senior technician (engineering train)'],"the senior technician (engineering train) is responsible for the preventive and corrective maintenance activities, and supports the operations and deployment of engineering trains for maintenance work in the main line. his/her duties include carrying out troubleshooting to perform fault analyses, repair and/or modifications of engineering train systems, components and on-board equipment, and perform routine vehicle inspections based on maintenance procedures and instructions. he also supervises the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to work in rotating shifts and carries out his duties at various train depots and workshops. he possesses good communication skills and is able to work productively in a team to meet maintenance requirements.",rail technician,,engineering train
r1273,public transport,rail engineering,['rail engineering'],senior technician (mechanical and electrical),['senior technician (mechanical and electrical)'],"the senior technician (mechanical and electrical) performs preventive and corrective maintenance of mechanical and electrical systems. he/she is technically inclined, knowledgeable and skilled in the maintenance of various mechanical and electrical systems his duties include troubleshooting faults, providing technical guidance and on-the-job coaching to his team, as well as supervising the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to work in shifts and carries out his duties at various rail premises such as workshops and at train stations. he is a team-player and is able to communicate effectively within the team to support maintenance activities.",rail technician,,mechanical and electrical
r1274,public transport,rail engineering,['rail engineering'],senior technician (permanent way and civil structure),['senior technician (permanent way and civil structure)'],"the senior technician (permanent way and civil structure) performs preventive and corrective maintenance of civil structures, train tracks and/or third rail. he/she operates various types of engineering work trains and train-mounted equipment to aid in the maintenance of train tracks, train tunnels and various rail structures. he conducts track-walk inspections and performs troubleshooting, fault analysis and repair of electrical and mechanical track equipment and systems he also conducts visual inspections and assists in the general maintenance of train stations and depot buildings.

he is required to work on day and/or permanent night shifts and carries out his duties at various rail premises such as on train tracks, in train tunnels and at various train stations. he is technically inclined and guides his team to perform maintenance work assigned.",rail technician,,permanent way and civil structure
r1275,public transport,rail engineering,['rail engineering'],senior technician (power),['senior technician (power)'],"the senior technician (power) performs preventive and corrective maintenance of rail power systems. his/her duties include identifying and rectifying rail power systems faults and restoring the rail power systems to operational conditions, providing technical guidance and on-the-job coaching to his team, as well as supervising the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to work in shifts and carries out his duties at various rail premises such as power plants, train tracks and train tunnels. he is technically inclined and competent in maintaining various power systems. he is also able to provide technical guidance and on-the-job coaching to his team.",rail technician,,power
r1276,public transport,rail engineering,['rail engineering'],senior technician (rolling stock),['senior technician (rolling stock)'],"the senior technician (rolling stock) performs preventive and corrective maintenance activities as well as modification and/or overhaul works on passenger trains and its components. his/her duties include troubleshooting to perform fault analyses, repairing of electronics, electrical and mechanical equipment of passenger trains as well as performing routine vehicle inspections in accordance to maintenance procedures and instructions. he also supervises the work of contractors and external stakeholders to ensure adherence to operating standards and safety standards.

he may be deployed at various rail premises such as workshops, depots and/or maintenance plants to carry out his duties, depending on his area of specialisation and expertise. he possesses good communication skills, is able to lead a work team and manage multiple tasks and works productively in a fast- paced and team-oriented environment.",rail technician,,rolling stock
r1277,public transport,rail engineering,['rail engineering'],senior technician (signal and communications),['senior technician (signal and communications)'],"the senior technician (signal and communications) is technically inclined and skilled in preventive and corrective maintenance of various signal, communication and control systems. he/she provides technical guidance and on-the-job coaching to his team and supervises the work of contractors and external stakeholders to ensure adherence to operating requirements and safety standards.

he may be required to perform shift duties at various rail premises such as workshops, depots, train stations, and train tunnels. he is a team-player and is able t communicate with junior and senior staff member to achieve work objectives.",rail technician,,signal and communications
r1278,public transport,rail engineering,['rail engineering'],technician (automatic fare collection),['technician (automatic fare collection)'],"the technician (automatic fare collection) works in a team to perform preventive and corrective maintenance of automatic fare collection (afc) line replacement units (lrus). he/she is responsible for the preparation of materials, tools, equipment and checklists required. he also assists in the conduct of fault analysis and testing to improve the reliability of the afc systems as well as supervises the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to carry out his duties in the depot, workshop and/or at various train stations during train operating hours. he is a team player and a well-organised individual who is able to work under pressure and carry out his duties professionally in public access areas.",rail technician,,automatic fare collection
r1279,public transport,rail engineering,['rail engineering'],technician (engineering train),['technician (engineering train)'],"the technician (engineering train) works in a team to perform preventive and corrective maintenance on engineering trains. he/she assists in the conduct of fault analysis, testing and operations of engineering trains to improve the reliability of the trains. he also assists in the preparation of tools, equipment and checklist required for maintenance activities. he also supervises the work of contractors and external stakeholders in ensuring compliance to safety requirement and operating standards.

he is required to work in rotating shifts and carries out his duties at various train depots and workshops. he is capable of communicating effectively within the team, able to multi-task and prioritise workload.",rail technician,,engineering train
r1280,public transport,rail engineering,['rail engineering'],technician (mechanical and electrical),['technician (mechanical and electrical)'],"the technician (mechanical and electrical) works in a team to perform preventive and corrective maintenance of mechanical and electrical systems at various rail premises. he/she assists in the preparation of maintenance work and performs routine maintenance under supervision. he supports the team in conducting fault analysis and testing to improve the reliability of mechanical and electrical systems as well as supervises the work of contractors and external stakeholders in ensuring compliance to safety requirements and operating standards.

he is required to work in shifts and carries out his duties in the workshops and at various train stations. he is technically inclined and adept in the repair and maintenance of mechanical and electrical systems. he is capable of communicating effectively within the team, able to multi-task and prioritise his assigned maintenance workload in supporting maintenance activities.",rail technician,,mechanical and electrical
r1281,public transport,rail engineering,['rail engineering'],technician (permanent way and civil structure),['technician (permanent way and civil structure)'],"the technician (permanent way and civil structure) works in a team to perform preventive and corrective maintenance of civil structures, train tracks and/or third rail. he/she operates engineering trains to support rail track maintenance and performs track-walk inspections. he also assists in the inspection and genera maintenance of train stations and depot buildings, and the supervision of contractors and external stakeholders in ensuring adherence to work and safety standards.

he is required to work on day and/or permanent night shifts and carries out his duties at various rail premises such as on train tracks, in train tunnels and at various train stations. as such, he is physically fit and is able to perform his duties within confined work spaces under tight maintenance schedules. he is detail- oriented in identifying faults in the permanent way or civil structures and is a good team player in supporting the team in meeting their maintenance objectives.",rail technician,,permanent way and civil structure
r1282,public transport,rail engineering,['rail engineering'],technician (power),['technician (power)'],"the technician (power) works in a team to perform preventive and corrective maintenance of rail power systems. he/she assists in pre-maintenance activities including preparation of tools and equipment, and carry out workplace safety measures as required. he also assists in fault analysis and testing of power equipment and general housekeeping tasks. he may be assigned to supervise the work of contractors and external stakeholders in ensuring adherence to safety requirements and operating standards.

he is required to work in shifts and carries out his duties at various rail premises such as power plants, train tracks and train tunnels. he has acquired the required competencies in handling low power electrical systems work and is a good team player in supporting the team in meeting their maintenance objectives.",rail technician,,power
r1283,public transport,rail engineering,['rail engineering'],technician (rolling stock),['technician (rolling stock)'],"the technician (rolling stock) works in a team to perform preventive and corrective maintenance of passenger trains. he/she assists in the preparation of maintenance work and supports the team in the conduct of fault analysis and testing to improve the reliability of passenger trains. he supervises the work of contractors and external stakeholders in ensuring adherence to safety requirements and operating standards.

he may be deployed at various rail premises such as workshops, depots and/or maintenance plants to carry out his duties. he is technically inclined and adept 
in the maintenance and/or repair of passenger train components. he is capable of communicating effectively within the team, able to multi-task and prioritises his assigned maintenance workload in supporting maintenance activities.",rail technician,,rolling stock
r1284,public transport,rail engineering,['rail engineering'],technician (signal and communications),['technician (signal and communications)'],"the technician (signal and communications) works in a team to perform preventive and corrective maintenance of signal, communication and control systems
to improve the reliability of signal, communication and control systems. he/she assists in the preparation of maintenance activities and is technically inclined and adept in handling electronics and computer-based systems and equipment for maintenance. he also supervises the work of contractors and external stakeholders in ensuring adherence to operating requirements and safety standards.

he may be required to perform shift duties at various rail premises such as workshops, depots, train stations, and train tunnels. he is capable of communicating effectively within the team, is able to multi-task and can prioritises his assigned maintenance workload in supporting maintenance activities.",rail technician,,signal and communications
r1285,public transport,rail operations,['rail operations'],chief controller/controller,"['chief controller', 'controller']",,rail operations supervisor,,rail operations control management
r1286,public transport,rail operations,['rail operations'],communication controller,['communication controller'],"the communication controller keeps track of daily rail operations activities and supports the operations control centre (occ) in executing its tasks and requirements. he/she monitors passenger activities and train operations via close-circuit television (cctv), and communication and alert systems, to provide train service information and updates to commuters and the public.

he possesses excellent communication skills, and is able to succinctly disseminate train service information in real-time and under pressure. he is savvy in operating a range of surveillance and broadcast communication equipment.",rail operations officer,,rail operations control management
r1287,public transport,rail operations,['rail operations'],crew manager,['crew manager'],"the crew manager manages the day-to-day operations and duties of train captains. this includes preparing duty rosters, deploying resources, and ensuring the discipline, well-being, and performance standards of the train captains. he/she is well-versed with train service operations and service standards, and is required to execute crew reformation and deployment plans to maintain train service standards and reliability, as well as safety standards of train operations.

he has excellent supervisory, people management, and communication skills. he is also approachable and relational in caring for staff’s welfare and in coaching to staff.",rail operations officer,,station and train operations
r1288,public transport,rail operations,['rail operations'],customer service officer/rover,"['customer service officer', 'rover']",,rail operations officer,,station and train operations
r1289,public transport,rail operations,['rail operations'],depot train controller,['depot train controller'],"the depot train controller directs the movement of trains within the depot, including launching and withdrawing trains in accordance with train service standards and requirements, and facilitating the stabling of trains in the depot for service and maintenance works. he/she coordinates with relevant internal and external stakeholders to execute first-line recovery of trains during train service disruptions.

he is organised, meticulous, and systematic in managing the movement and stabling of trains, and in coordinating track access, so as to ensure the highest safety standards for personnel and train movement are upheld in the depot premises.",rail operations officer,,station and train operations
r1290,public transport,rail operations,['rail operations'],"head, operations control centre","['head, operations control centre']","the head, operations control centre manages the overall operations of the operations control centre (occ) department to align with and achieve organisational and regulatory requirements for train service standards and performance. he/she establishes the organisation’s operational and service frameworks to enhance train service reliability, continuity, and safety. he is responsible for managing rail service recovery with internal and external stakeholders and is required to communicate on behalf of the organisation with the relevant authorities and/or external stakeholders.

he demonstrates exemplary leadership, is a good communicator, and is able to network effectively with internal and external stakeholders to establish strong rapport. he is forward-thinking and is able to lead the department to achieve service and operational excellence by driving a culture of continuous improvement and spearheading capability development initiatives.",rail operations manager,,rail operations control management
r1291,public transport,rail operations,['rail operations'],"head, train operations/head, station operations/head, passenger services","['head, train operations', 'head, station operations', 'head, passenger services']",,rail operations manager,,station and train operations
r1292,public transport,rail operations,['rail operations'],operations control centre manager,['operations control centre manager'],"the operations control centre manager manages all operations and activities of the operations control centre (occ) in accordance with rail service requirements and regulations. he/she maintains close working relationships with internal and external stakeholders to manage diverse rail operation requirements. he operationalises and integrates various public transport services and maintenance resources to meet ridership demand and manages the recovery of affected services during rail incidents and/or accidents.

he leads various continuous improvement initiatives to optimise the overall efficiency of occ operations. he also oversees staff performance and capability development to ensure the core competence of occ staff. he possesses excellent leadership and networking skills, is resourceful, and has good situational awareness to rapidly assess operational situations and develop solutions under stressful time-sensitive conditions.",rail operations manager,,rail operations control management
r1293,public transport,rail operations,['rail operations'],rail service manager,['rail service manager'],"the rail service manager oversees the management of train operations, in adherence to operations and regulatory requirements and standards. he/she performs on-site inspections, supervises train services and staff’s operational performance, as well as reviews service standards to improve service reliability and safety.

he represents the organisation in responding to rail service enquiries, and works closely with internal and external stakeholders for service improvement reviews complaints, and investigations. he also coordinates with these stakeholders during rail incidents and/or accidents.

he possesses a friendly disposition and has excellent communication skills. he is measured, composed, decisive, and resourceful in handling rail incidents, public enquiries, and engagements.",rail operations manager,,station and train operations
r1294,public transport,rail operations,['rail operations'],senior assistant station manager/assistant station manager,"['senior assistant station manager', 'assistant station manager']",,rail operations officer,,station and train operations
r1295,public transport,rail operations,['rail operations'],senior station manager/station manager/deputy station manager,"['senior station manager', 'station manager', 'deputy station manager']",,rail operations officer,,station and train operations
r1296,public transport,rail operations,['rail operations'],senior train captain/train captain,"['senior train captain', 'train captain']",,rail operations officer,,station and train operations
r1297,public transport,rail operations,['rail operations'],service operations manager/duty operations manager,"['service operations manager', 'duty operations manager']",,rail operations manager,,station and train operations
r1298,public transport,rail operations,['rail operations'],station operations manager,['station operations manager'],"the station operations manager leads and manages daily rail service operations of train stations to ensure the smooth operation of rail services, and to meet and exceed service targets and requirements. he/she leads the station operations teams in reviewing service and operations performance standards, and sets continuous improvement goals to optimise the overall operational efficiency and safety of rail services.

he leads in coordinating and managing rail service recovery with internal and external stakeholders during service degradation, devises emergency response procedures, and conducts operation exercises to assess and enhance the operational and emergency preparedness of the station operations teams.

he possesses strong organisational management skills, is resourceful, and is knowledgeable in various aspects of rail operations. he is able to lead his team to achieve set targets and performance requirements.",rail operations manager,,station and train operations
r1299,public transport,rail operations,['rail operations'],train operations manager,['train operations manager'],"the train operations manager maintains high standards of train operations by ensuring all staff comply with policies, procedures, and regulations. he/she initiates audits to identify performance and operational gaps, implements improvement measures, and enhances workforce capabilities and operational standards. he leads in coordinating recovery and investigation efforts during occurrences of rail incidents and/or accidents.

he demonstrates strong people management skills, and is an effective communicator in working collaboratively with internal and external stakeholders. he can adapt quickly to dynamic situations, is well organised, has a forward looking mindset, and maintains a high standard of operation readiness in his department.",rail operations manager,,station and train operations
r1300,public transport,rail operations,['rail operations'],train service controller/depot traffic controller,"['train service controller', 'depot traffic controller']",,rail operations officer,,rail operations control management
r1301,retail,brand management,['brand management'],brand associate/assistant,"['brand associate', 'assistant']",,associate,,
r1302,retail,brand management,['brand management'],brand director,['brand director'],"the brand director drives the organisation’s brand equity and performance through the establishment of brand strategies, customer loyalty strategies and brand identity. he/she envisions and champions the brand experience across all channels in order to deliver a consistent customer experience. he is also responsible for directing market research efforts for the purpose of strategy development and business planning. 

he operates in a rapidly transforming business environment where he formulates targeted brand strategies based on his forward-looking view of the business and market landscape.

he is a strategic, energetic and innovative leader who is able to inspire a large workforce effectively. he possesses a strong business acumen and broad understanding of consumer, market and industry trends.",director,,
r1303,retail,brand management,['brand management'],brand executive/customer loyalty executive,"['brand executive', 'customer loyalty executive']",,executive,,
r1304,retail,brand management,['brand management'],brand manager/customer loyalty manager,"['brand manager', 'customer loyalty manager']",,manager,,
r1305,retail,e-commerce (omni-channel),['e-commerce (omni-channel)'],e-commerce associate/assistant,"['e-commerce associate', 'assistant']",,associate,,
r1306,retail,e-commerce (omni-channel),['e-commerce (omni-channel)'],e-commerce director,['e-commerce director'],"the e-commerce director develops business opportunities for the organisation by driving e-commerce business growth, customer experience and online category management. he/she oversees the organisation’s order fulfilment, technology and infrastructural plans required to support the e-commerce business. he is also responsible for formulating data-driven commercial insights and fostering strategic relationships with stakeholders for the business. 

he works in a rapidly transforming digitally-centric environment where he devises strategies to expand and optimise the organisation’s e-commence presence. 

he is a forward-looking and results-oriented leader who is able to negotiate strategically. he is also technology-savvy with strong business acumen.",director,,
r1307,retail,e-commerce (omni-channel),['e-commerce (omni-channel)'],e-commerce executive,['e-commerce executive'],"the e-commerce executive contributes to the growth of the e-commerce business by enhancing the customer experience, executing customer order fulfilment and maintaining the technology and infrastructure. he/she is also responsible for performing data analysis to generate data-driven commercial insights and managing relationships with partners. 

he works in a fast-paced and digitally-centric environment where he ensures seamless end-to-end integration of the e-commerce business.

he is an energetic, collaborative and results-oriented self-starter. he is technology-savvy, structured and is able to operate well in a team under pressure.",executive,,
r1308,retail,e-commerce (omni-channel),['e-commerce (omni-channel)'],e-commerce manager,['e-commerce manager'],"the e-commerce manager drives the growth of the e-commerce business by enhancing customer experience and managing customer order fulfilment, technology and infrastructural plans. he/she is also responsible for generating data-driven commercial insights and managing relationships with partners for the business. 

he works in a fast-paced and digitally-centric environment where he oversees the end-to-end commercialisation and operationalisation of the e-commerce business. 

he is an energetic, collaborative and results-oriented team leader. he is technology-savvy with strong business acumen and is able to manage multiple projects effectively.",manager,,
r1309,retail,marketing,['marketing'],marketing associate/assistant,"['marketing associate', 'assistant']",,associate,,
r1310,retail,marketing,['marketing'],marketing director,['marketing director'],"the marketing director drives the organisation’s business strategies by setting direction for the organisation’s marketing campaigns, programmes and communication plans. he/she is also responsible for advancing public relations for the organisation, formulating data-driven commercial insights and directing budget forecasting activities. 

he operates in a rapidly transforming business environment and functions through his understanding of consumers’ preferences, market trends and industry landscape to promote the organisation and optimise its market share. 

he is an astute and aspiring leader who is able to negotiate strategically. he possesses strong business acumen and broad understanding of consumer, market and industry trends.",director,,
r1311,retail,marketing,['marketing'],marketing executive,['marketing executive'],"the marketing executive supports the development and execution of the offline, online and social marketing plans. in addition, he/she assists in evaluating the effectiveness of marketing communication plans and any adjustments that are needed to these plans. 

he works in a fluid and collaborative environment. he supports the basic intent of increasing brand awareness, generating leads, converting sales as well as fostering customer loyalty.

he is creative, resourceful, able to work under pressure within tight deadlines and possesses good interpersonal and communication skills.",executive,,
r1312,retail,marketing,['marketing'],marketing manager,['marketing manager'],"the marketing manager contributes to the realisation of the organisation’s business strategies by driving its marketing and public relations programmes. he/she is also responsible for directing the organisation’s communication plans, generating data-driven commercial insights and monitoring budgets. 

he works in a fast-paced, dynamic and digitally-centric environment where he is expected to lead the development of appealing marketing concepts to promote the organisation and its products. 

he is an innovative, energetic, collaborative and highly adaptable team leader. he is digitally-savvy and possesses a strong business acumen with a high level of initiative and capacity to work under high pressure.",manager,,
r1313,retail,merchandising,['merchandising'],merchandising associate/assistant,"['merchandising associate', 'assistant']",,associate,,
r1314,retail,merchandising,['merchandising'],merchandising director,['merchandising director'],"the merchandising director drives the organisation's merchandising strategies and plans. he/she spearheads product development efforts and private label and/or house brand strategies through strong strategic partnerships. he is also responsible for directing category management and product assortments, as well as budget forecasting for the merchandising function.

he operates in a rapidly transforming business environment and functions through his understanding of consumers’ preferences, market trends and industry landscape to drive optimal product mix in accordance to the organisation’s strategies. 

he is an astute, aspiring leader who is able to negotiate strategically. he possesses an acute sense of consumer, market and industry trends.",director,,
r1315,retail,merchandising,['merchandising'],merchandising executive/category executive/house brand executive,"['merchandising executive', 'category executive', 'house brand executive']",,executive,,
r1316,retail,merchandising,['merchandising'],merchandising manager/category manager/house brand manager,"['merchandising manager', 'category manager', 'house brand manager']",,manager,,
r1317,retail,merchandising,['merchandising'],visual merchandiser,['visual merchandiser'],"the visual merchandiser manages shopper marketing activities and is responsible for the conceptualisation of the visual merchandising plans. he/she oversees the set-up of merchandise display by coaching in-store teams. he is also responsible for market research efforts relating to visual merchandising. 

he operates in a fast-paced and creative environment where he conceptualises eye-catching product displays, store layouts and designs to promote the store's products.

he is creative, detail-oriented and is effective working within tight deadlines. he is able to effectively prioritise multiple assignments and possesses an aesthetic flair.",executive,,
r1318,retail,merchandising,['merchandising'],visual merchandising associate/assistant,"['visual merchandising associate', 'assistant']",,associate,,
r1319,retail,retail operations,['retail operations'],area manager/district manager,"['area manager', 'district manager']",,manager,,
r1320,retail,retail operations,['retail operations'],operations director/retail manager/operations manager,"['operations director', 'retail manager', 'operations manager']",,director,,
r1321,retail,retail operations,['retail operations'],sales associate/brand associate,"['sales associate', 'brand associate']",,associate,,
r1322,retail,retail operations,['retail operations'],sales supervisor/brand supervisor,"['sales supervisor', 'brand supervisor']",,supervisor,,
r1323,retail,retail operations,['retail operations'],store manager/outlet manager,"['store manager', 'outlet manager']",,manager,,
r1324,retail,retail operations/brand management/marketing/merchandising/e-commerce (omni-channel),"['retail operations', 'brand management', 'marketing', 'merchandising', 'e-commerce (omni-channel)']",chief executive officer/chief operating officer/managing director/country manager,"['chief executive officer', 'chief operating officer', 'managing director', 'country manager']",,chief executive officer,,
r1325,sea transport,maritime services,['maritime services'],assistant/trainee sales and purchase broker,"['assistant', 'trainee sales and purchase broker']",,sales and purchase broker,,brokerage
r1326,sea transport,maritime services,['maritime services'],assistant chartering broker/trainee chartering broker,"['assistant chartering broker', 'trainee chartering broker']",,chartering broker,,brokerage
r1327,sea transport,maritime services,['maritime services'],chartering broker,['chartering broker'],"the chartering broker acts as an intermediary between cargo owners and ship owners in arranging the best possible deal for freight, hire and/or cargo rates. he/she maintains a strong working relationship with clients by ensuring service standards are met and resolving any disputes that may arise. beyond short term market activities, he/she assess the viability of new business opportunities in the medium term by analysing freight, hire and cargo markets. he solves day-to-day issues and oversees the implementation of workflow improvements, guides and provides on-the-job coaching to juniors and subordinates.",chartering broker,,brokerage
r1328,sea transport,maritime services,['maritime services'],desk head (chartering),['desk head (chartering)'],"the desk head (chartering) oversees the chartering brokerage business, develops department and resource plans, and oversees risk management for the business while monitoring and managing the business' performance. he/she undertakes research and competitor analysis to create a market advantage and demonstrates a sound understanding of business imperatives to offer solutions with real competitive advantage. he is a self-motivated and confident individual who works independently to lead a team and provides guidance. he possesses excellent communication and interpersonal skills, and leverages on them to conduct complex negotiations.",chartering broker,,brokerage
r1329,sea transport,maritime services,['maritime services'],desk head (sales and purchase),['desk head (sales and purchase)'],"the desk head (sales and purchase) oversees the ship sales and purchase brokering business, develops department and risk management plans while monitoring and managing the business' performance. he/she oversees compliance to all legal and regulatory requirements and possesses an in-depth knowledge of ships while recognising potential business opportunities and clients in order to grow the business. he manages a team of brokers and instils a culture of innovation to encourage workflow improvements.",sales and purchase broker,,brokerage
r1330,sea transport,maritime services,['maritime services'],head of marine claims,['head of marine claims'],"the head of marine claims is responsible for the operation and performance of the organisation's claims function. he/she advises and provides guidance on technical and high-value insurance claims, and acts as an overall subject matter expert on insurance claims within the organisation. he is involved with regular reviews and updates for claims strategies and approaches in response to market changes to ensure competitiveness. he manages relationships with key customers of significant strategic and financial importance to the business and regularly reviews the customer engagement approaches to ensure customer satisfaction. the head of marine claims possesses strong leadership abilities and can effectively motivate and lead the team. he is well-versed with industry knowledge, various types of claims and claims scenarios. he possesses strong interpersonal and communication skills and can engage with various stakeholders effectively.",marine insurer,,marine insurance
r1331,sea transport,maritime services,['maritime services'],head of underwriting,['head of underwriting'],"the head of underwriting is responsible for monitoring underwriting trends in the market for insurance products. he/she reviews underwriting guidelines of the organisation. he monitors underwriting standards to ensure that they are aligned with the organisation's business strategies and underwriting policies. he provides guidance and direction to the team in underwriting decisions. he also negotiates with insurers and reinsurers to achieve fair decisions for both the organisation and customers. the head of underwriting demonstrates strong leadership and interpersonal skills in working with brokers, agents and assured clients in a dynamic environment. he possesses strong integrity and honesty that is fair for both clients and company profitability.",marine insurer,,marine insurance
r1332,sea transport,maritime services,['maritime services'],lead plan approval engineer,['lead plan approval engineer'],"the lead plan approval engineer oversees plan approval processes to ensure alignment of vessel constructions with statutory regulations and class requirements, including international maritime organisation (imo) regulations, the international convention for the safety of life at sea (solas) and international convention for the prevention of pollution from ships (marpol). he keeps abreast of organisational standards and international regulations, and revises plan approval policies to ensure they are up to date. he leads engagement activities in meetings with shipyard planners, and provides subject matter expertise to stakeholders regarding technical issues on vessel design. he has deep industry expertise to solve problems relating to vessel design and possesses stakeholder management skills to effectively manage and build rapport with internal and external stakeholders.",plan approval engineer,,technical services
r1333,sea transport,maritime services,['maritime services'],marine claims executive,['marine claims executive'],"the marine claims executive is responsible for examining, investigating and processing routine and non-routine insurance claims. he/she liaises with customers and other third parties on insurance claims and manages complaints from customers according to specified service standards. he is involved in analysing claims applications and executes claim procedures as defined by policy, escalating complex issues for further review and investigation as required. the marine claims executive has strong reading comprehension and writing skills as the role requires him to go through various documents and prepare reports on the findings. he is logical and analytical and is able to derive judgement and insight based on available information. he possesses working industry knowledge on insurance claims and claims scenarios.",marine insurer,,marine insurance
r1334,sea transport,maritime services,['maritime services'],marine consultant,['marine consultant'],"the marine consultant helms the delivery of consultancy and advisory services to the organisation’s clients on marine consultancy projects, ranging from automated vessel design, port logistics improvements and shipyard design planning. he/she leads the design and implementation of bespoke maritime solutions and evaluates the effectiveness of these solutions. he also takes an active role in developing business opportunities by building networks with potential clients, and professional relationships with subject matter experts to leverage on their expertise for prospective maritime projects. he is highly innovative, displays expert problem solving, critical thinking and relationship management skills to manage the development and implementation of maritime project deliverables.",marine consultant,,technical services
r1335,sea transport,maritime services,['maritime services'],marine underwriter,['marine underwriter'],"the marine underwriter is responsible for providing leadership and guidance to the underwriting team. he/she assesses and evaluates applications of prospective customers and assesses the risks posed by clients to the company. he reviews assigned cases to provide underwriting decisions based on organisation guidelines and ensures the team meets customer satisfaction levels and deadlines. he drives the relationships with customer-servicing teams to ensure information on business rules and processes are provided as required. his duties require managing intermediaries, internal underwriters and external customers in a dynamic context. the marine underwriter possesses strong analytical and numerical skills and is familiar with various risk assessment software. he is a strong communicator and is comfortable engaging with a brokers, agents and assured clients as a technical specialist. he is highly logical, able to comprehend complex amounts of information and make judgements to drive decision making.",marine insurer,,marine insurance
